"Txhash","Blockno","UnixTimestamp","DateTime","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0xeaf819c71f58cde85c42b0e310334ed53a1213dbcdaac74f373df783f6dc8f98","41364710","1681123333","2023-04-10 10:42:13","0x259cee65370b4d57b5a0497d03ae932a96be2f98","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","10","$10.02","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x16ec621249f8cce817a83b1217c8e2ecae5a32abe37651c287f72e4d4d9da207","41366048","1681126340","2023-04-10 11:32:20","0xf8e29bca98c091d94eeb285e6da36919b78c6e4e","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","24.98413","$25.03","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x9126a0223a2ac3dc8d38f3407015a5163fa3a882adca4d20191cd1c86d6fb50c","41369675","1681134510","2023-04-10 13:48:30","0x3f0001e5779a7f9805f3a458b995f2570557997d","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.0024","$0.00","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0xe93667fd6ebeb49e84a784d403045258153a50ae4bcc97f377f00c72e3b9703a","41369830","1681134872","2023-04-10 13:54:32","0xea4d277971d00b09add178c0a13e08737be7b5db","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.85858","$0.86","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x5731c509e6609a619358a6103f637798e86f1795454bcd02577ef9a1ce4aff7e","41374947","1681145992","2023-04-10 16:59:52","0x6bfbdc6ce41e9d5b2809e19a441420fc1f2d64cb","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","19.78","$19.82","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x701c42101ca6923add25e6a570445131d2f72bd9805c88e243ca4e869e85ba0f","41377323","1681151078","2023-04-10 18:24:38","0xf420726997164eabbe00f0bdce2ba67ff85a3e95","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","2.312715402487716522","$2.59","0x0b3f868e0be5597d5db7feb59e1cadbb0fdda50a","SushiToken (PoS)","SUSHI",""
"0x1054b5a2311516e1b86c7f44655e3339a993b30bcb6988782e56c04419b2f728","41377660","1681151826","2023-04-10 18:37:06","0x6bfbdc6ce41e9d5b2809e19a441420fc1f2d64cb","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","1","$1.00","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x0d93cd66cceb1613c1f6c7b74c1780e82ad29838cae46996ce104fca5e22dbdd","41380841","1681158763","2023-04-10 20:32:43","0xd799fc32aa7cbf3783abdee102aca5f586e5b4fc","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.09994","$0.10","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC",""
"0xaa06a4b429507350924413953e10f31d8bf349cce1db6f6df353f7be89fa430c","41381543","1681160458","2023-04-10 21:00:58","0xd799fc32aa7cbf3783abdee102aca5f586e5b4fc","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.099933","$0.10","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC",""
"0x72d72b4b8ad8b2bf49daedb995c588e146f375cb5cb4832ee2c886e858982a29","41390883","1681181481","2023-04-11 02:51:21","0xcc7545f2959098c1be4753574f3aa0e1fb8b2f77","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","100.03111","$100.20","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0xbc30d85458aa4ed74092e4cb7b3d474475fdae260954ed56a79d81187df113a0","41407138","1681217928","2023-04-11 12:58:48","0xf8e29bca98c091d94eeb285e6da36919b78c6e4e","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","9.956523","$9.97","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
